,0
0,0.7673448351530716
1,0.6898807151530714
2,0.7459367520686015
3,0.6898807151530714
4,0.7459367520686015
5,0.6898807151530714
6,0.7673448351530716
7,0.6898807151530714
8,0.7744385143836015
9,0.6898807151530714
10,0.7459367520686015
11,0.6898807151530714
12,0.7459367520686015
13,0.6898807151530714
14,0.7744385143836015
15,0.6898807151530714
16,0.7459367520686015
17,0.6684726320686015
18,0.7459367520686015
19,0.6898807151530714
20,0.7459367520686015
21,0.6898807151530714
22,0.7459367520686015
23,0.6684726320686015
24,0.5932418799359799
25,0.5932418799359799
26,0.70799092760251
27,0.5932418799359799
28,0.69642876760251
29,0.5932418799359799
30,0.5932418799359799
31,0.5932418799359799
32,0.70799092760251
33,0.58167971993598
34,0.70799092760251
35,0.58167971993598
36,0.70799092760251
37,0.5932418799359799
38,0.70799092760251
39,0.58167971993598
40,0.70799092760251
41,0.69642876760251
42,0.69642876760251
43,0.5932418799359799
44,0.70799092760251
45,0.58167971993598
46,0.70799092760251
47,0.69642876760251
48,0.6940599772475992
49,0.549300857649599
50,0.782868342086482
51,0.5391291776495989
52,0.782868342086482
53,0.5842918600895989
54,0.6940599772475992
55,0.549300857649599
56,0.782868342086482
57,0.5337831230376942
58,0.782868342086482
59,0.548185066229599
60,0.782868342086482
61,0.5391291776495989
62,0.782868342086482
63,0.5337831230376942
64,0.782868342086482
65,0.6314016252161291
66,0.782868342086482
67,0.5842918600895989
68,0.782868342086482
69,0.548185066229599
70,0.782868342086482
71,0.6314016252161291
72,0.703828260037599
73,0.703828260037599
74,0.820563228696482
75,0.703828260037599
76,0.820563228696482
77,0.703828260037599
78,0.703828260037599
79,0.703828260037599
80,0.754982396076482
81,0.703828260037599
82,0.820563228696482
83,0.703828260037599
84,0.820563228696482
85,0.703828260037599
86,0.754982396076482
87,0.703828260037599
88,0.820563228696482
89,0.7926366248764819
90,0.820563228696482
91,0.703828260037599
92,0.820563228696482
93,0.703828260037599
94,0.820563228696482
95,0.7926366248764819
96,0.8501926515048491
97,0.8386304915048491
98,0.9321681858753788
99,0.8386304915048491
100,0.9321681858753788
101,0.8501926515048491
102,0.8501926515048491
103,0.8386304915048491
104,0.9321681858753788
105,0.8386304915048491
106,0.9321681858753788
107,0.8386304915048491
108,0.9321681858753788
109,0.8386304915048491
110,0.9321681858753788
111,0.8386304915048491
112,0.9321681858753788
113,0.9206060258753788
114,0.9321681858753788
115,0.8501926515048491
116,0.9321681858753788
117,0.8386304915048491
118,0.9321681858753788
119,0.9206060258753788
120,0.8459285852255634
121,0.8459285852255634
122,0.927904119596093
123,0.8459285852255634
124,0.927904119596093
125,0.8459285852255634
126,0.8459285852255634
127,0.8459285852255634
128,0.8964200421879979
129,0.8459285852255634
130,0.892932539096093
131,0.8459285852255634
132,0.927904119596093
133,0.8459285852255634
134,0.8964200421879979
135,0.8459285852255634
136,0.9019884276760931
137,0.927904119596093
138,0.927904119596093
139,0.8459285852255634
140,0.892932539096093
141,0.8459285852255634
142,0.9019884276760931
143,0.927904119596093
144,0.6161189807966942
145,0.6161189807966942
146,0.7193058684632243
147,0.6161189807966942
148,0.7193058684632243
149,0.6161189807966942
150,0.6161189807966942
151,0.6161189807966942
152,0.7137374829751291
153,0.6005399736566942
154,0.7193058684632243
155,0.6161189807966942
156,0.7193058684632243
157,0.6161189807966942
158,0.7137374829751291
159,0.6005399736566942
160,0.7193058684632243
161,0.7193058684632243
162,0.7193058684632243
163,0.6161189807966942
164,0.7193058684632243
165,0.6161189807966942
166,0.7193058684632243
167,0.7193058684632243
168,0.8501926515048491
169,0.8501926515048491
170,0.9321681858753788
171,0.8386304915048491
172,0.9321681858753788
173,0.8501926515048491
174,0.8501926515048491
175,0.8501926515048491
176,0.9321681858753788
177,0.8386304915048491
178,0.9321681858753788
179,0.8386304915048491
180,0.9321681858753788
181,0.8386304915048491
