t,μ,A1 NumberofNeutrons,A2 NumberofNeutrons,B NumberofNeutrons,A1 SpecificHeat,A2 SpecificHeat,B SpecificHeat,B Density,X4 Density,B FirstIonization,X2 FirstIonization,X3 FirstIonization,B AtomicMass,B MeltingPoint,Ef (eV)
0.5810666,0.68877551,4,4,81,3.582,3.582,0.204,3.59,3.12,5.2117,11.8138,11.8138,137.327,1002.15,3.329771
0.712344609,0.37755102,4,4,35,3.582,3.582,0.388,7.13,3.12,9.3942,11.8138,11.8138,65.38,692.88,0.291339
0.651976422,0.505102041,4,4,20,3.582,3.582,0.647,1.54,3.12,6.1132,11.8138,11.8138,40.078,1112.15,2.19244
0.656426773,0.494897959,4,4,64,3.582,3.582,0.232,8.69,3.12,8.9938,11.8138,11.8138,112.411,594.33,1.395214
0.711027891,0.380102041,4,4,32,3.582,3.582,0.421,8.86,3.12,7.881,11.8138,11.8138,58.933,1768.15,3.874361
0.731304352,0.341836735,4,4,28,3.582,3.582,0.449,7.15,3.12,6.7665,11.8138,11.8138,51.996,2130.15,3.77084
0.71499273,0.37244898,4,4,35,3.582,3.582,0.385,8.96,3.12,7.7264,11.8138,11.8138,63.546,1357.75,0.443335
0.736908216,0.331632653,4,4,30,3.582,3.582,0.449,7.87,3.12,7.9024,11.8138,11.8138,55.845,1808.15,4.322816
0.717660614,0.367346939,4,4,12,3.582,3.582,1.023,1.74,3.12,7.6462,11.8138,11.8138,24.305,923.15,3.160159
0.748377605,0.31122449,4,4,30,3.582,3.582,0.479,7.44,3.12,7.434,11.8138,11.8138,54.938,1519.15,4.045600871
0.725785074,0.352040816,4,4,31,3.582,3.582,0.444,8.91,3.12,7.6398,11.8138,11.8138,58.693,1726.15,3.421441665
0.641375728,0.613636364,12,12,81,1.228,1.228,0.204,3.59,4.93,5.2117,10.4513,10.4513,137.327,1002.15,-0.368186
0.774450284,0.336363636,12,12,35,1.228,1.228,0.388,7.13,4.93,9.3942,10.4513,10.4513,65.38,692.88,-2.156106
0.713756688,0.45,12,12,20,1.228,1.228,0.647,1.54,4.93,6.1132,10.4513,10.4513,40.078,1112.15,-1.636469
0.718259885,0.440909091,12,12,64,1.228,1.228,0.232,8.69,4.93,8.9938,10.4513,10.4513,112.411,594.33,-2.066155
0.773135428,0.338636364,12,12,32,1.228,1.228,0.421,8.86,4.93,7.881,10.4513,10.4513,58.933,1768.15,-1.349974
0.793339315,0.304545455,12,12,28,1.228,1.228,0.449,7.15,4.93,6.7665,10.4513,10.4513,51.996,2130.15,-1.609404
0.777093459,0.331818182,12,12,35,1.228,1.228,0.385,8.96,4.93,7.7264,10.4513,10.4513,63.546,1357.75,-1.836993
0.798906609,0.295454545,12,12,30,1.228,1.228,0.449,7.87,4.93,7.9024,10.4513,10.4513,55.845,1808.15,-1.343198
0.779754738,0.327272727,12,12,12,1.228,1.228,1.023,1.74,4.93,7.6462,10.4513,10.4513,24.305,923.15,-1.833667
0.810278945,0.277272727,12,12,30,1.228,1.228,0.479,7.44,4.93,7.434,10.4513,10.4513,54.938,1519.15,-1.690297397
0.787849078,0.313636364,12,12,31,1.228,1.228,0.444,8.91,4.93,7.6398,10.4513,10.4513,58.693,1726.15,-2.847433422
0.713082331,0.613636364,20,20,81,0.757,0.757,0.204,3.59,4.93,5.2117,10.4513,10.4513,137.327,1002.15,0.932727
0.861034788,0.336363636,20,20,35,0.757,0.757,0.388,7.13,4.93,9.3942,10.4513,10.4513,65.38,692.88,-0.654744
0.793555573,0.45,20,20,20,0.757,0.757,0.647,1.54,4.93,6.1132,10.4513,10.4513,40.078,1112.15,-0.329577
0.798562232,0.440909091,20,20,64,0.757,0.757,0.232,8.69,4.93,8.9938,10.4513,10.4513,112.411,594.33,-0.730836
0.859572929,0.338636364,20,20,32,0.757,0.757,0.421,8.86,4.93,7.881,10.4513,10.4513,58.933,1768.15,0.403374
0.882035636,0.304545455,20,20,28,0.757,0.757,0.449,7.15,4.93,6.7665,10.4513,10.4513,51.996,2130.15,0.132086
0.863973473,0.331818182,20,20,35,0.757,0.757,0.385,8.96,4.93,7.7264,10.4513,10.4513,63.546,1357.75,-0.624975
0.88822536,0.295454545,20,20,30,0.757,0.757,0.449,7.87,4.93,7.9024,10.4513,10.4513,55.845,1808.15,0.193442
0.866932287,0.327272727,20,20,12,0.757,0.757,1.023,1.74,4.93,7.6462,10.4513,10.4513,24.305,923.15,-0.502532
0.900869138,0.277272727,20,20,30,0.757,0.757,0.479,7.44,4.93,7.434,10.4513,10.4513,54.938,1519.15,-0.447242397
0.875931584,0.313636364,20,20,31,0.757,0.757,0.444,8.91,4.93,7.6398,10.4513,10.4513,58.693,1726.15,-0.121586422
0.585737707,1.015037594,4,12,81,3.582,1.228,0.204,3.59,0.0017,5.2117,17.4228,17.4228,137.327,1002.15,4.5608215
0.758346403,0.556390977,4,12,35,3.582,1.228,0.388,7.13,0.0017,9.3942,17.4228,17.4228,65.38,692.88,-2.3593455
0.676628041,0.744360902,4,12,20,3.582,1.228,0.647,1.54,0.0017,6.1132,17.4228,17.4228,40.078,1112.15,4.4153185
0.682511763,0.729323308,4,12,64,3.582,1.228,0.232,8.69,0.0017,8.9938,17.4228,17.4228,112.411,594.33,-1.1668635
0.756519062,0.560150376,4,12,32,3.582,1.228,0.421,8.86,0.0017,7.881,17.4228,17.4228,58.933,1768.15,5.0610765
0.784888527,0.503759398,4,12,28,3.582,1.228,0.449,7.15,0.0017,6.7665,17.4228,17.4228,51.996,2130.15,-2.3620855
0.762027696,0.54887218,4,12,35,3.582,1.228,0.385,8.96,0.0017,7.7264,17.4228,17.4228,63.546,1357.75,4.500108044
0.792816694,0.488721805,4,12,30,3.582,1.228,0.449,7.87,0.0017,7.9024,17.4228,17.4228,55.845,1808.15,0.0029645
0.765744905,0.541353383,4,12,12,3.582,1.228,1.023,1.74,0.0017,7.6462,17.4228,17.4228,24.305,923.15,-1.5348225
0.80916343,0.458646617,4,12,30,3.582,1.228,0.479,7.44,0.0017,7.434,17.4228,17.4228,54.938,1519.15,1.840761204
0.777117354,0.518796992,4,12,31,3.582,1.228,0.444,8.91,0.0017,7.6398,17.4228,17.4228,58.693,1726.15,4.885093025
0.673541586,0.745856354,12,20,81,1.228,0.757,0.204,3.59,0.00321,5.2117,12.9676,12.9676,137.327,1002.15,-0.662922
0.834663299,0.408839779,12,20,35,1.228,0.757,0.388,7.13,0.00321,9.3942,12.9676,12.9676,65.38,692.88,-2.410956
0.76013979,0.546961326,12,20,20,1.228,0.757,0.647,1.54,0.00321,6.1132,12.9676,12.9676,40.078,1112.15,-0.881554
0.765608421,0.535911602,12,20,64,1.228,0.757,0.232,8.69,0.00321,8.9938,12.9676,12.9676,112.411,594.33,-1.988943
0.833029907,0.41160221,12,20,32,1.228,0.757,0.421,8.86,0.00321,7.881,12.9676,12.9676,58.933,1768.15,-0.278551
0.858222343,0.370165746,12,20,28,1.228,0.757,0.449,7.15,0.00321,6.7665,12.9676,12.9676,51.996,2130.15,-3.70616
0.837949375,0.403314917,12,20,35,1.228,0.757,0.385,8.96,0.00321,7.7264,12.9676,12.9676,63.546,1357.75,-0.453379104
0.865199761,0.359116022,12,20,30,1.228,0.757,0.449,7.87,0.00321,7.9024,12.9676,12.9676,55.845,1808.15,0.402253
0.841261427,0.397790055,12,20,12,1.228,0.757,1.023,1.74,0.00321,7.6462,12.9676,12.9676,24.305,923.15,0.49552
0.879500583,0.337016575,12,20,30,1.228,0.757,0.479,7.44,0.00321,7.434,12.9676,12.9676,54.938,1519.15,-0.529282494
0.851356565,0.38121547,12,20,31,1.228,0.757,0.444,8.91,0.00321,7.6398,12.9676,12.9676,58.693,1726.15,-1.622236901
0.755907108,0.613636364,48,78,81,0.363,0.242,0.204,3.59,4.93,5.2117,10.4513,10.4513,137.327,1002.15,0.467228
0.912744978,0.336363636,48,78,35,0.363,0.242,0.388,7.13,4.93,9.3942,10.4513,10.4513,65.38,692.88,-0.525772
0.84121324,0.45,48,78,20,0.363,0.242,0.647,1.54,4.93,6.1132,10.4513,10.4513,40.078,1112.15,-0.427768
0.846520579,0.440909091,48,78,64,0.363,0.242,0.232,8.69,4.93,8.9938,10.4513,10.4513,112.411,594.33,-0.681948
0.911195326,0.338636364,48,78,32,0.363,0.242,0.421,8.86,4.93,7.881,10.4513,10.4513,58.933,1768.15,0.567948
0.93500705,0.304545455,48,78,28,0.363,0.242,0.449,7.15,4.93,6.7665,10.4513,10.4513,51.996,2130.15,0.256106
0.915860148,0.331818182,48,78,35,0.363,0.242,0.385,8.96,4.93,7.7264,10.4513,10.4513,63.546,1357.75,-0.153852
0.941568503,0.295454545,48,78,30,0.363,0.242,0.449,7.87,4.93,7.9024,10.4513,10.4513,55.845,1808.15,0.368478
0.918996656,0.327272727,48,78,12,0.363,0.242,1.023,1.74,4.93,7.6462,10.4513,10.4513,24.305,923.15,-0.447564
0.954971614,0.277272727,48,78,30,0.363,0.242,0.479,7.44,4.93,7.434,10.4513,10.4513,54.938,1519.15,-0.180201397
0.928536413,0.313636364,48,78,31,0.363,0.242,0.444,8.91,4.93,7.6398,10.4513,10.4513,58.693,1726.15,-0.143634422
0.566044059,0.839813375,4,4,81,3.582,3.582,0.204,3.59,3.12,5.2117,17.4228,12.9676,137.327,1002.15,4.8590765
0.71313112,0.460342146,4,4,35,3.582,3.582,0.388,7.13,3.12,9.3942,17.4228,12.9676,65.38,692.88,-1.9883915
0.644494824,0.615863142,4,4,20,3.582,3.582,0.647,1.54,3.12,6.1132,17.4228,12.9676,40.078,1112.15,5.1674375
0.649495753,0.603421462,4,4,64,3.582,3.582,0.232,8.69,3.12,8.9938,17.4228,12.9676,112.411,594.33,3.2140065
0.711615432,0.463452566,4,4,32,3.582,3.582,0.421,8.86,3.12,7.881,17.4228,12.9676,58.933,1768.15,5.7580205
0.73504953,0.416796267,4,4,28,3.582,3.582,0.449,7.15,3.12,6.7665,17.4228,12.9676,51.996,2130.15,3.9605675
0.716181948,0.454121306,4,4,35,3.582,3.582,0.385,8.96,3.12,7.7264,17.4228,12.9676,63.546,1357.75,4.883734044
0.741561597,0.404354588,4,4,30,3.582,3.582,0.449,7.87,3.12,7.9024,17.4228,12.9676,55.845,1808.15,6.6204105
0.719258992,0.447900467,4,4,12,3.582,3.582,1.023,1.74,3.12,7.6462,17.4228,12.9676,24.305,923.15,5.2978205
0.754938131,0.379471229,4,4,30,3.582,3.582,0.479,7.44,3.12,7.434,17.4228,12.9676,54.938,1519.15,2.549981204
0.72865084,0.429237947,4,4,31,3.582,3.582,0.444,8.91,3.12,7.6398,17.4228,12.9676,58.693,1726.15,5.463873024
0.634975332,0.716180371,12,12,81,1.228,1.228,0.204,3.59,0.00321,5.2117,10.4513,17.4228,137.327,1002.15,-0.508829
0.782531505,0.392572944,12,12,35,1.228,1.228,0.388,7.13,0.00321,9.3942,10.4513,17.4228,65.38,692.88,-0.67523
0.714485287,0.525198939,12,12,20,1.228,1.228,0.647,1.54,0.00321,6.1132,10.4513,17.4228,40.078,1112.15,-1.716107
0.719490438,0.514588859,12,12,64,1.228,1.228,0.232,8.69,0.00321,8.9938,10.4513,17.4228,112.411,594.33,-0.930668
0.781043802,0.395225464,12,12,32,1.228,1.228,0.421,8.86,0.00321,7.881,10.4513,17.4228,58.933,1768.15,0.305111
0.803970724,0.355437666,12,12,28,1.228,1.228,0.449,7.15,0.00321,6.7665,10.4513,17.4228,51.996,2130.15,-0.279611
0.785523977,0.387267905,12,12,35,1.228,1.228,0.385,8.96,0.00321,7.7264,10.4513,17.4228,63.546,1357.75,-1.20607
0.810313688,0.344827586,12,12,30,1.228,1.228,0.449,7.87,0.00321,7.9024,10.4513,17.4228,55.845,1808.15,0.066019
0.788539424,0.381962865,12,12,12,1.228,1.228,1.023,1.74,0.00321,7.6462,10.4513,17.4228,24.305,923.15,-0.90178
0.823304689,0.323607427,12,12,30,1.228,1.228,0.479,7.44,0.00321,7.434,10.4513,17.4228,54.938,1519.15,-0.411773397
0.797726291,0.366047745,12,12,31,1.228,1.228,0.444,8.91,0.00321,7.6398,10.4513,17.4228,58.693,1726.15,-1.357516422
0.713664186,0.716180371,20,20,81,0.757,0.757,0.204,3.59,0.00321,5.2117,10.4513,17.4228,137.327,1002.15,1.846847
0.879506149,0.392572944,20,20,35,0.757,0.757,0.388,7.13,0.00321,9.3942,10.4513,17.4228,65.38,692.88,0.410676
0.803027353,0.525198939,20,20,20,0.757,0.757,0.647,1.54,0.00321,6.1132,10.4513,17.4228,40.078,1112.15,0.4913
0.808652764,0.514588859,20,20,64,0.757,0.757,0.232,8.69,0.00321,8.9938,10.4513,17.4228,112.411,594.33,0.872938
0.877834084,0.395225464,20,20,32,0.757,0.757,0.421,8.86,0.00321,7.881,10.4513,17.4228,58.933,1768.15,1.648353
0.903602208,0.355437666,20,20,28,0.757,0.757,0.449,7.15,0.00321,6.7665,10.4513,17.4228,51.996,2130.15,0.694507
0.882869461,0.387267905,20,20,35,0.757,0.757,0.385,8.96,0.00321,7.7264,10.4513,17.4228,63.546,1357.75,0.544606
0.910731219,0.344827586,20,20,30,0.757,0.757,0.449,7.87,0.00321,7.9024,10.4513,17.4228,55.845,1808.15,1.386635
0.886258595,0.381962865,20,20,12,0.757,0.757,1.023,1.74,0.00321,7.6462,10.4513,17.4228,24.305,923.15,0.136506
0.92533212,0.323607427,20,20,30,0.757,0.757,0.479,7.44,0.00321,7.434,10.4513,17.4228,54.938,1519.15,0.510415603
0.896583938,0.366047745,20,20,31,0.757,0.757,0.444,8.91,0.00321,7.6398,10.4513,17.4228,58.693,1726.15,1.052094578
0.713472334,0.680958386,20,20,81,0.757,0.757,0.204,3.59,4.93,5.2117,11.8138,12.9676,137.327,1002.15,-0.261368
0.873332067,0.373266078,20,20,35,0.757,0.757,0.388,7.13,4.93,9.3942,11.8138,12.9676,65.38,692.88,-1.610583
0.799881094,0.499369483,20,20,20,0.757,0.757,0.647,1.54,4.93,6.1132,11.8138,12.9676,40.078,1112.15,-0.826055
0.805299425,0.489281211,20,20,64,0.757,0.757,0.232,8.69,4.93,8.9938,11.8138,12.9676,112.411,594.33,-1.728175
0.871731091,0.375788146,20,20,32,0.757,0.757,0.421,8.86,4.93,7.881,11.8138,12.9676,58.933,1768.15,0.359824
0.896379473,0.337957125,20,20,28,0.757,0.757,0.449,7.15,4.93,6.7665,11.8138,12.9676,51.996,2130.15,0.048274
0.876551724,0.368221942,20,20,35,0.757,0.757,0.385,8.96,4.93,7.7264,11.8138,12.9676,63.546,1357.75,-3.000787
0.903189573,0.327868852,20,20,30,0.757,0.757,0.449,7.87,4.93,7.9024,11.8138,12.9676,55.845,1808.15,0.679154
0.879795209,0.363177806,20,20,12,0.757,0.757,1.023,1.74,4.93,7.6462,11.8138,12.9676,24.305,923.15,-0.033382
0.917124996,0.307692308,20,20,30,0.757,0.757,0.479,7.44,4.93,7.434,11.8138,12.9676,54.938,1519.15,0.557564871
0.889671301,0.348045397,20,20,31,0.757,0.757,0.444,8.91,4.93,7.6398,11.8138,12.9676,58.693,1726.15,-0.530738335
