t,¦Ì,A1 NumberofNeutrons,A2 NumberofNeutrons,B NumberofNeutrons,A1 SpecificHeat,A2 SpecificHeat,B SpecificHeat,B Density,X4 Density,B FirstIonization,X2 FirstIonization,X3 FirstIonization,B AtomicMass,B MeltingPoint
0.826977002,0.357405141,12,20,35,1.228,0.757,0.385,8.96,4.93,7.7264,11.8138,10.4513,63.546,1357.75
0.845726254,0.437781109,12,20,35,1.228,0.757,0.385,8.96,0.0017,7.7264,10.4513,17.4228,63.546,1357.75
0.829628509,0.368221942,12,20,35,1.228,0.757,0.385,8.96,3.12,7.7264,10.4513,11.8138,63.546,1357.75
0.842341852,0.422575977,12,20,35,1.228,0.757,0.385,8.96,0.00321,7.7264,17.4228,12.9676,63.546,1357.75
0.832399971,0.379713914,12,20,35,1.228,0.757,0.385,8.96,4.93,7.7264,17.4228,10.4513,63.546,1357.75
0.849284401,0.454121306,12,20,35,1.228,0.757,0.385,8.96,0.0017,7.7264,12.9676,17.4228,63.546,1357.75
0.826977002,0.357405141,12,20,35,1.228,0.757,0.385,8.96,4.93,7.7264,12.9676,10.4513,63.546,1357.75
0.843591458,0.428152493,12,20,35,1.228,0.757,0.385,8.96,0.0017,7.7264,10.4513,17.4228,63.546,1357.75
0.831346103,0.375321337,12,20,35,1.228,0.757,0.385,8.96,0.00321,7.7264,10.4513,12.9676,63.546,1357.75
0.839118772,0.408391608,12,20,35,1.228,0.757,0.385,8.96,0.00321,7.7264,17.4228,12.9676,63.546,1357.75
0.835299717,0.391946309,12,20,35,1.228,0.757,0.385,8.96,3.12,7.7264,17.4228,11.8138,63.546,1357.75
0.845726254,0.437781109,12,20,35,1.228,0.757,0.385,8.96,0.0017,7.7264,12.9676,17.4228,63.546,1357.75
0.829628509,0.368221942,12,20,35,1.228,0.757,0.385,8.96,3.12,7.7264,12.9676,11.8138,63.546,1357.75
0.843591458,0.428152493,12,20,35,1.228,0.757,0.385,8.96,0.0017,7.7264,11.8138,17.4228,63.546,1357.75
0.831346103,0.375321337,12,20,35,1.228,0.757,0.385,8.96,0.00321,7.7264,11.8138,12.9676,63.546,1357.75
0.868145593,0.368271955,12,20,30,1.228,0.757,0.449,7.87,3.12,7.9024,12.9676,11.8138,55.845,1808.15
0.860522454,0.344827586,12,20,30,1.228,0.757,0.449,7.87,4.93,7.9024,12.9676,10.4513,55.845,1808.15
0.870685637,0.376266281,12,20,30,1.228,0.757,0.449,7.87,0.00321,7.9024,11.8138,12.9676,55.845,1808.15
0.858286074,0.33810143,12,20,30,1.228,0.757,0.449,7.87,4.93,7.9024,11.8138,10.4513,55.845,1808.15
0.866659081,0.363636364,12,20,30,1.228,0.757,0.449,7.87,0.00321,7.9024,10.4513,12.9676,55.845,1808.15
0.861896325,0.348993289,12,20,30,1.228,0.757,0.449,7.87,3.12,7.9024,10.4513,11.8138,55.845,1808.15
0.868145593,0.368271955,12,20,30,1.228,0.757,0.449,7.87,3.12,7.9024,17.4228,11.8138,55.845,1808.15
0.860522454,0.344827586,12,20,30,1.228,0.757,0.449,7.87,4.93,7.9024,17.4228,10.4513,55.845,1808.15
0.879380859,0.404354588,12,20,30,1.228,0.757,0.449,7.87,0.0017,7.9024,11.8138,17.4228,55.845,1808.15
0.851548278,0.318237454,12,20,30,1.228,0.757,0.449,7.87,4.93,7.9024,11.8138,10.4513,55.845,1808.15
0.874920688,0.389805097,12,20,30,1.228,0.757,0.449,7.87,0.0017,7.9024,10.4513,17.4228,55.845,1808.15
0.854840392,0.327868852,12,20,30,1.228,0.757,0.449,7.87,3.12,7.9024,10.4513,11.8138,55.845,1808.15
0.870685637,0.376266281,12,20,30,1.228,0.757,0.449,7.87,0.00321,7.9024,17.4228,12.9676,55.845,1808.15
0.858286074,0.33810143,12,20,30,1.228,0.757,0.449,7.87,4.93,7.9024,17.4228,10.4513,55.845,1808.15
0.879380859,0.404354588,12,20,30,1.228,0.757,0.449,7.87,0.0017,7.9024,12.9676,17.4228,55.845,1808.15
0.851548278,0.318237454,12,20,30,1.228,0.757,0.449,7.87,4.93,7.9024,12.9676,10.4513,55.845,1808.15
0.872248492,0.381231672,12,20,30,1.228,0.757,0.449,7.87,0.0017,7.9024,10.4513,17.4228,55.845,1808.15
0.85697527,0.334190231,12,20,30,1.228,0.757,0.449,7.87,0.00321,7.9024,10.4513,12.9676,55.845,1808.15
0.866659081,0.363636364,12,20,30,1.228,0.757,0.449,7.87,0.00321,7.9024,17.4228,12.9676,55.845,1808.15
0.861896325,0.348993289,12,20,30,1.228,0.757,0.449,7.87,3.12,7.9024,17.4228,11.8138,55.845,1808.15
0.874920688,0.389805097,12,20,30,1.228,0.757,0.449,7.87,0.0017,7.9024,12.9676,17.4228,55.845,1808.15
0.854840392,0.327868852,12,20,30,1.228,0.757,0.449,7.87,3.12,7.9024,12.9676,11.8138,55.845,1808.15
0.872248492,0.381231672,12,20,30,1.228,0.757,0.449,7.87,0.0017,7.9024,11.8138,17.4228,55.845,1808.15
0.85697527,0.334190231,12,20,30,1.228,0.757,0.449,7.87,0.00321,7.9024,11.8138,12.9676,55.845,1808.15
0.843690787,0.407932011,12,20,12,1.228,0.757,1.023,1.74,3.12,7.6462,12.9676,11.8138,24.305,923.15
0.83739901,0.381962865,12,20,12,1.228,0.757,1.023,1.74,4.93,7.6462,12.9676,10.4513,24.305,923.15
0.845783494,0.416787265,12,20,12,1.228,0.757,1.023,1.74,0.00321,7.6462,11.8138,12.9676,24.305,923.15
0.835550019,0.374512354,12,20,12,1.228,0.757,1.023,1.74,4.93,7.6462,11.8138,10.4513,24.305,923.15
0.842465208,0.402797203,12,20,12,1.228,0.757,1.023,1.74,0.00321,7.6462,10.4513,12.9676,24.305,923.15
0.838534179,0.386577181,12,20,12,1.228,0.757,1.023,1.74,3.12,7.6462,10.4513,11.8138,24.305,923.15
0.843690787,0.407932011,12,20,12,1.228,0.757,1.023,1.74,3.12,7.6462,17.4228,11.8138,24.305,923.15
0.83739901,0.381962865,12,20,12,1.228,0.757,1.023,1.74,4.93,7.6462,17.4228,10.4513,24.305,923.15
0.852933314,0.447900467,12,20,12,1.228,0.757,1.023,1.74,0.0017,7.6462,11.8138,17.4228,24.305,923.15
0.829970584,0.35250918,12,20,12,1.228,0.757,1.023,1.74,4.93,7.6462,11.8138,10.4513,24.305,923.15
0.849268563,0.431784108,12,20,12,1.228,0.757,1.023,1.74,0.0017,7.6462,10.4513,17.4228,24.305,923.15
0.832698365,0.363177806,12,20,12,1.228,0.757,1.023,1.74,3.12,7.6462,10.4513,11.8138,24.305,923.15
0.845783494,0.416787265,12,20,12,1.228,0.757,1.023,1.74,0.00321,7.6462,17.4228,12.9676,24.305,923.15
0.835550019,0.374512354,12,20,12,1.228,0.757,1.023,1.74,4.93,7.6462,17.4228,10.4513,24.305,923.15
0.852933314,0.447900467,12,20,12,1.228,0.757,1.023,1.74,0.0017,7.6462,12.9676,17.4228,24.305,923.15
0.829970584,0.35250918,12,20,12,1.228,0.757,1.023,1.74,4.93,7.6462,12.9676,10.4513,24.305,923.15
0.847070185,0.42228739,12,20,12,1.228,0.757,1.023,1.74,0.0017,7.6462,10.4513,17.4228,24.305,923.15
0.834465601,0.370179949,12,20,12,1.228,0.757,1.023,1.74,0.00321,7.6462,10.4513,12.9676,24.305,923.15
0.842465208,0.402797203,12,20,12,1.228,0.757,1.023,1.74,0.00321,7.6462,17.4228,12.9676,24.305,923.15
0.838534179,0.386577181,12,20,12,1.228,0.757,1.023,1.74,3.12,7.6462,17.4228,11.8138,24.305,923.15
0.849268563,0.431784108,12,20,12,1.228,0.757,1.023,1.74,0.0017,7.6462,12.9676,17.4228,24.305,923.15
0.832698365,0.363177806,12,20,12,1.228,0.757,1.023,1.74,3.12,7.6462,12.9676,11.8138,24.305,923.15
0.847070185,0.42228739,12,20,12,1.228,0.757,1.023,1.74,0.0017,7.6462,11.8138,17.4228,24.305,923.15
0.834465601,0.370179949,12,20,12,1.228,0.757,1.023,1.74,0.00321,7.6462,11.8138,12.9676,24.305,923.15
0.882766992,0.345609065,12,20,30,1.228,0.757,0.479,7.44,3.12,7.434,12.9676,11.8138,54.938,1519.15
0.874318405,0.323607427,12,20,30,1.228,0.757,0.479,7.44,4.93,7.434,12.9676,10.4513,54.938,1519.15
0.88558507,0.353111433,12,20,30,1.228,0.757,0.479,7.44,0.00321,7.434,11.8138,12.9676,54.938,1519.15
0.871842418,0.317295189,12,20,30,1.228,0.757,0.479,7.44,4.93,7.434,11.8138,10.4513,54.938,1519.15
0.88111846,0.341258741,12,20,30,1.228,0.757,0.479,7.44,0.00321,7.434,10.4513,12.9676,54.938,1519.15
0.875840047,0.327516779,12,20,30,1.228,0.757,0.479,7.44,3.12,7.434,10.4513,11.8138,54.938,1519.15
0.882766992,0.345609065,12,20,30,1.228,0.757,0.479,7.44,3.12,7.434,17.4228,11.8138,54.938,1519.15
0.874318405,0.323607427,12,20,30,1.228,0.757,0.479,7.44,4.93,7.434,17.4228,10.4513,54.938,1519.15
0.895243422,0.379471229,12,20,30,1.228,0.757,0.479,7.44,0.0017,7.434,11.8138,17.4228,54.938,1519.15
0.864389722,0.298653611,12,20,30,1.228,0.757,0.479,7.44,4.93,7.434,11.8138,10.4513,54.938,1519.15
0.890287023,0.365817091,12,20,30,1.228,0.757,0.479,7.44,0.0017,7.434,10.4513,17.4228,54.938,1519.15
0.868029829,0.307692308,12,20,30,1.228,0.757,0.479,7.44,3.12,7.434,10.4513,11.8138,54.938,1519.15
0.88558507,0.353111433,12,20,30,1.228,0.757,0.479,7.44,0.00321,7.434,17.4228,12.9676,54.938,1519.15
0.871842418,0.317295189,12,20,30,1.228,0.757,0.479,7.44,4.93,7.434,17.4228,10.4513,54.938,1519.15
0.895243422,0.379471229,12,20,30,1.228,0.757,0.479,7.44,0.0017,7.434,12.9676,17.4228,54.938,1519.15
0.864389722,0.298653611,12,20,30,1.228,0.757,0.479,7.44,4.93,7.434,12.9676,10.4513,54.938,1519.15
0.887319741,0.357771261,12,20,30,1.228,0.757,0.479,7.44,0.0017,7.434,10.4513,17.4228,54.938,1519.15
0.870391713,0.313624679,12,20,30,1.228,0.757,0.479,7.44,0.00321,7.434,10.4513,12.9676,54.938,1519.15
0.88111846,0.341258741,12,20,30,1.228,0.757,0.479,7.44,0.00321,7.434,17.4228,12.9676,54.938,1519.15
0.875840047,0.327516779,12,20,30,1.228,0.757,0.479,7.44,3.12,7.434,17.4228,11.8138,54.938,1519.15
0.890287023,0.365817091,12,20,30,1.228,0.757,0.479,7.44,0.0017,7.434,12.9676,17.4228,54.938,1519.15
0.868029829,0.307692308,12,20,30,1.228,0.757,0.479,7.44,3.12,7.434,12.9676,11.8138,54.938,1519.15
0.887319741,0.357771261,12,20,30,1.228,0.757,0.479,7.44,0.0017,7.434,11.8138,17.4228,54.938,1519.15
0.870391713,0.313624679,12,20,30,1.228,0.757,0.479,7.44,0.00321,7.434,11.8138,12.9676,54.938,1519.15
0.854000654,0.390934844,12,20,31,1.228,0.757,0.444,8.91,3.12,7.6398,12.9676,11.8138,58.693,1726.15
0.847155115,0.366047745,12,20,31,1.228,0.757,0.444,8.91,4.93,7.6398,12.9676,10.4513,58.693,1726.15
0.856279256,0.399421129,12,20,31,1.228,0.757,0.444,8.91,0.00321,7.6398,11.8138,12.9676,58.693,1726.15
0.845144851,0.358907672,12,20,31,1.228,0.757,0.444,8.91,4.93,7.6398,11.8138,10.4513,58.693,1726.15
0.852666603,0.386013986,12,20,31,1.228,0.757,0.444,8.91,0.00321,7.6398,10.4513,12.9676,58.693,1726.15
0.848389625,0.370469799,12,20,31,1.228,0.757,0.444,8.91,3.12,7.6398,10.4513,11.8138,58.693,1726.15
0.854000654,0.390934844,12,20,31,1.228,0.757,0.444,8.91,3.12,7.6398,17.4228,11.8138,58.693,1726.15
0.847155115,0.366047745,12,20,31,1.228,0.757,0.444,8.91,4.93,7.6398,17.4228,10.4513,58.693,1726.15
0.864070637,0.429237947,12,20,31,1.228,0.757,0.444,8.91,0.0017,7.6398,11.8138,17.4228,58.693,1726.15
0.839082795,0.337821297,12,20,31,1.228,0.757,0.444,8.91,4.93,7.6398,11.8138,10.4513,58.693,1726.15
0.860075799,0.413793103,12,20,31,1.228,0.757,0.444,8.91,0.0017,7.6398,10.4513,17.4228,58.693,1726.15
0.842045774,0.348045397,12,20,31,1.228,0.757,0.444,8.91,3.12,7.6398,10.4513,11.8138,58.693,1726.15
0.856279256,0.399421129,12,20,31,1.228,0.757,0.444,8.91,0.00321,7.6398,17.4228,12.9676,58.693,1726.15
0.845144851,0.358907672,12,20,31,1.228,0.757,0.444,8.91,4.93,7.6398,17.4228,10.4513,58.693,1726.15
0.864070637,0.429237947,12,20,31,1.228,0.757,0.444,8.91,0.0017,7.6398,12.9676,17.4228,58.693,1726.15
0.839082795,0.337821297,12,20,31,1.228,0.757,0.444,8.91,4.93,7.6398,12.9676,10.4513,58.693,1726.15
0.857680668,0.404692082,12,20,31,1.228,0.757,0.444,8.91,0.0017,7.6398,10.4513,17.4228,58.693,1726.15
0.843966158,0.354755784,12,20,31,1.228,0.757,0.444,8.91,0.00321,7.6398,10.4513,12.9676,58.693,1726.15
0.852666603,0.386013986,12,20,31,1.228,0.757,0.444,8.91,0.00321,7.6398,17.4228,12.9676,58.693,1726.15
0.848389625,0.370469799,12,20,31,1.228,0.757,0.444,8.91,3.12,7.6398,17.4228,11.8138,58.693,1726.15
0.860075799,0.413793103,12,20,31,1.228,0.757,0.444,8.91,0.0017,7.6398,12.9676,17.4228,58.693,1726.15
0.842045774,0.348045397,12,20,31,1.228,0.757,0.444,8.91,3.12,7.6398,12.9676,11.8138,58.693,1726.15
0.857680668,0.404692082,12,20,31,1.228,0.757,0.444,8.91,0.0017,7.6398,11.8138,17.4228,58.693,1726.15
0.843966158,0.354755784,12,20,31,1.228,0.757,0.444,8.91,0.00321,7.6398,11.8138,12.9676,58.693,1726.15
0.935106353,0.300283286,12,48,41,1.228,0.363,0.32,5.32,3.12,7.8994,12.9676,11.8138,72.64,1211.45
0.923777182,0.281167109,12,48,41,1.228,0.363,0.32,5.32,4.93,7.8994,12.9676,10.4513,72.64,1211.45
0.938893722,0.306801737,12,48,41,1.228,0.363,0.32,5.32,0.00321,7.8994,11.8138,12.9676,72.64,1211.45
0.920464179,0.275682705,12,48,41,1.228,0.363,0.32,5.32,4.93,7.8994,11.8138,10.4513,72.64,1211.45
0.932892765,0.296503497,12,48,41,1.228,0.363,0.32,5.32,0.00321,7.8994,10.4513,12.9676,72.64,1211.45
0.925814835,0.284563758,12,48,41,1.228,0.363,0.32,5.32,3.12,7.8994,10.4513,11.8138,72.64,1211.45
0.935106353,0.300283286,12,48,41,1.228,0.363,0.32,5.32,3.12,7.8994,17.4228,11.8138,72.64,1211.45
0.923777182,0.281167109,12,48,41,1.228,0.363,0.32,5.32,4.93,7.8994,17.4228,10.4513,72.64,1211.45
0.951906322,0.32970451,12,48,41,1.228,0.363,0.32,5.32,0.0017,7.8994,11.8138,17.4228,72.64,1211.45
0.910511647,0.259485924,12,48,41,1.228,0.363,0.32,5.32,4.93,7.8994,11.8138,10.4513,72.64,1211.45
0.945222375,0.317841079,12,48,41,1.228,0.363,0.32,5.32,0.0017,7.8994,10.4513,17.4228,72.64,1211.45
0.915369077,0.267339218,12,48,41,1.228,0.363,0.32,5.32,3.12,7.8994,10.4513,11.8138,72.64,1211.45
0.938893722,0.306801737,12,48,41,1.228,0.363,0.32,5.32,0.00321,7.8994,17.4228,12.9676,72.64,1211.45
0.920464179,0.275682705,12,48,41,1.228,0.363,0.32,5.32,4.93,7.8994,17.4228,10.4513,72.64,1211.45
0.951906322,0.32970451,12,48,41,1.228,0.363,0.32,5.32,0.0017,7.8994,12.9676,17.4228,72.64,1211.45
0.910511647,0.259485924,12,48,41,1.228,0.363,0.32,5.32,4.93,7.8994,12.9676,10.4513,72.64,1211.45
0.941227147,0.31085044,12,48,41,1.228,0.363,0.32,5.32,0.0017,7.8994,10.4513,17.4228,72.64,1211.45
0.918524566,0.272493573,12,48,41,1.228,0.363,0.32,5.32,0.00321,7.8994,10.4513,12.9676,72.64,1211.45
0.932892765,0.296503497,12,48,41,1.228,0.363,0.32,5.32,0.00321,7.8994,17.4228,12.9676,72.64,1211.45
0.925814835,0.284563758,12,48,41,1.228,0.363,0.32,5.32,3.12,7.8994,17.4228,11.8138,72.64,1211.45
0.945222375,0.317841079,12,48,41,1.228,0.363,0.32,5.32,0.0017,7.8994,12.9676,17.4228,72.64,1211.45
0.915369077,0.267339218,12,48,41,1.228,0.363,0.32,5.32,3.12,7.8994,12.9676,11.8138,72.64,1211.45
0.941227147,0.31085044,12,48,41,1.228,0.363,0.32,5.32,0.0017,7.8994,11.8138,17.4228,72.64,1211.45
0.918524566,0.272493573,12,48,41,1.228,0.363,0.32,5.32,0.00321,7.8994,11.8138,12.9676,72.64,1211.45
0.874162558,0.390934844,12,48,69,1.228,0.363,0.228,7.29,3.12,7.3439,12.9676,11.8138,118.71,505.21
0.866377435,0.366047745,12,48,69,1.228,0.363,0.228,7.29,4.93,7.3439,12.9676,10.4513,118.71,505.21
0.87675391,0.399421129,12,48,69,1.228,0.363,0.228,7.29,0.00321,7.3439,11.8138,12.9676,118.71,505.21
0.864091253,0.358907672,12,48,69,1.228,0.363,0.228,7.29,4.93,7.3439,11.8138,10.4513,118.71,505.21
0.872645402,0.386013986,12,48,69,1.228,0.363,0.228,7.29,0.00321,7.3439,10.4513,12.9676,118.71,505.21
0.867781388,0.370469799,12,48,69,1.228,0.363,0.228,7.29,3.12,7.3439,10.4513,11.8138,118.71,505.21
0.874162558,0.390934844,12,48,69,1.228,0.363,0.228,7.29,3.12,7.3439,17.4228,11.8138,118.71,505.21
0.866377435,0.366047745,12,48,69,1.228,0.363,0.228,7.29,4.93,7.3439,17.4228,10.4513,118.71,505.21
0.885614695,0.429237947,12,48,69,1.228,0.363,0.228,7.29,0.0017,7.3439,11.8138,17.4228,118.71,505.21
0.85719715,0.337821297,12,48,69,1.228,0.363,0.228,7.29,4.93,7.3439,11.8138,10.4513,118.71,505.21
0.881071546,0.413793103,12,48,69,1.228,0.363,0.228,7.29,0.0017,7.3439,10.4513,17.4228,118.71,505.21
0.860566812,0.348045397,12,48,69,1.228,0.363,0.228,7.29,3.12,7.3439,10.4513,11.8138,118.71,505.21
0.87675391,0.399421129,12,48,69,1.228,0.363,0.228,7.29,0.00321,7.3439,17.4228,12.9676,118.71,505.21
0.864091253,0.358907672,12,48,69,1.228,0.363,0.228,7.29,4.93,7.3439,17.4228,10.4513,118.71,505.21
0.885614695,0.429237947,12,48,69,1.228,0.363,0.228,7.29,0.0017,7.3439,12.9676,17.4228,118.71,505.21
0.85719715,0.337821297,12,48,69,1.228,0.363,0.228,7.29,4.93,7.3439,12.9676,10.4513,118.71,505.21
0.878347672,0.404692082,12,48,69,1.228,0.363,0.228,7.29,0.0017,7.3439,10.4513,17.4228,118.71,505.21
0.862750779,0.354755784,12,48,69,1.228,0.363,0.228,7.29,0.00321,7.3439,10.4513,12.9676,118.71,505.21
0.872645402,0.386013986,12,48,69,1.228,0.363,0.228,7.29,0.00321,7.3439,17.4228,12.9676,118.71,505.21
0.867781388,0.370469799,12,48,69,1.228,0.363,0.228,7.29,3.12,7.3439,17.4228,11.8138,118.71,505.21
0.881071546,0.413793103,12,48,69,1.228,0.363,0.228,7.29,0.0017,7.3439,12.9676,17.4228,118.71,505.21
0.860566812,0.348045397,12,48,69,1.228,0.363,0.228,7.29,3.12,7.3439,12.9676,11.8138,118.71,505.21
0.878347672,0.404692082,12,48,69,1.228,0.363,0.228,7.29,0.0017,7.3439,11.8138,17.4228,118.71,505.21
0.862750779,0.354755784,12,48,69,1.228,0.363,0.228,7.29,0.00321,7.3439,11.8138,12.9676,118.71,505.21
0.726250112,0.674220963,12,48,125,1.228,0.363,0.129,11.3,3.12,7.4167,12.9676,11.8138,207.2,600.75
0.725503055,0.631299735,12,48,125,1.228,0.363,0.129,11.3,4.93,7.4167,12.9676,10.4513,207.2,600.75
0.72649617,0.688856729,12,48,125,1.228,0.363,0.129,11.3,0.00321,7.4167,11.8138,12.9676,207.2,600.75
0.725281413,0.618985696,12,48,125,1.228,0.363,0.129,11.3,4.93,7.4167,11.8138,10.4513,207.2,600.75
0.726105452,0.665734266,12,48,125,1.228,0.363,0.129,11.3,0.00321,7.4167,10.4513,12.9676,207.2,600.75
0.725638654,0.638926174,12,48,125,1.228,0.363,0.129,11.3,3.12,7.4167,10.4513,11.8138,207.2,600.75
0.726250112,0.674220963,12,48,125,1.228,0.363,0.129,11.3,3.12,7.4167,17.4228,11.8138,207.2,600.75
0.725503055,0.631299735,12,48,125,1.228,0.363,0.129,11.3,4.93,7.4167,17.4228,10.4513,207.2,600.75
0.727327887,0.740279938,12,48,125,1.228,0.363,0.129,11.3,0.0017,7.4167,11.8138,17.4228,207.2,600.75
0.724606717,0.582619339,12,48,125,1.228,0.363,0.129,11.3,4.93,7.4167,11.8138,10.4513,207.2,600.75
0.726903296,0.713643178,12,48,125,1.228,0.363,0.129,11.3,0.0017,7.4167,10.4513,17.4228,207.2,600.75
0.724937685,0.600252207,12,48,125,1.228,0.363,0.129,11.3,3.12,7.4167,10.4513,11.8138,207.2,600.75
0.72649617,0.688856729,12,48,125,1.228,0.363,0.129,11.3,0.00321,7.4167,17.4228,12.9676,207.2,600.75
0.725281413,0.618985696,12,48,125,1.228,0.363,0.129,11.3,4.93,7.4167,17.4228,10.4513,207.2,600.75
0.727327887,0.740279938,12,48,125,1.228,0.363,0.129,11.3,0.0017,7.4167,12.9676,17.4228,207.2,600.75
0.724606717,0.582619339,12,48,125,1.228,0.363,0.129,11.3,4.93,7.4167,12.9676,10.4513,207.2,600.75
0.726646865,0.697947214,12,48,125,1.228,0.363,0.129,11.3,0.0017,7.4167,10.4513,17.4228,207.2,600.75
0.725150973,0.611825193,12,48,125,1.228,0.363,0.129,11.3,0.00321,7.4167,10.4513,12.9676,207.2,600.75
0.726105452,0.665734266,12,48,125,1.228,0.363,0.129,11.3,0.00321,7.4167,17.4228,12.9676,207.2,600.75
0.725638654,0.638926174,12,48,125,1.228,0.363,0.129,11.3,3.12,7.4167,17.4228,11.8138,207.2,600.75
0.726903296,0.713643178,12,48,125,1.228,0.363,0.129,11.3,0.0017,7.4167,12.9676,17.4228,207.2,600.75
0.724937685,0.600252207,12,48,125,1.228,0.363,0.129,11.3,3.12,7.4167,12.9676,11.8138,207.2,600.75
0.726646865,0.697947214,12,48,125,1.228,0.363,0.129,11.3,0.0017,7.4167,11.8138,17.4228,207.2,600.75
0.725150973,0.611825193,12,48,125,1.228,0.363,0.129,11.3,0.00321,7.4167,11.8138,12.9676,207.2,600.75
0.688946735,0.764872521,12,48,81,1.228,0.363,0.204,3.59,3.12,5.2117,12.9676,11.8138,137.327,1002.15
0.689620369,0.716180371,12,48,81,1.228,0.363,0.204,3.59,4.93,5.2117,12.9676,10.4513,137.327,1002.15
0.688725451,0.781476122,12,48,81,1.228,0.363,0.204,3.59,0.00321,5.2117,11.8138,12.9676,137.327,1002.15
0.689820748,0.702210663,12,48,81,1.228,0.363,0.204,3.59,4.93,5.2117,11.8138,10.4513,137.327,1002.15
0.689076967,0.755244755,12,48,81,1.228,0.363,0.204,3.59,0.00321,5.2117,10.4513,12.9676,137.327,1002.15
0.689497896,0.724832215,12,48,81,1.228,0.363,0.204,3.59,3.12,5.2117,10.4513,11.8138,137.327,1002.15
0.688946735,0.764872521,12,48,81,1.228,0.363,0.204,3.59,3.12,5.2117,17.4228,11.8138,137.327,1002.15
0.689620369,0.716180371,12,48,81,1.228,0.363,0.204,3.59,4.93,5.2117,17.4228,10.4513,137.327,1002.15
0.687979632,0.839813375,12,48,81,1.228,0.363,0.204,3.59,0.0017,5.2117,11.8138,17.4228,137.327,1002.15
0.690432192,0.660954712,12,48,81,1.228,0.363,0.204,3.59,4.93,5.2117,11.8138,10.4513,137.327,1002.15
0.688359957,0.809595202,12,48,81,1.228,0.363,0.204,3.59,0.0017,5.2117,10.4513,17.4228,137.327,1002.15
0.690131975,0.680958386,12,48,81,1.228,0.363,0.204,3.59,3.12,5.2117,10.4513,11.8138,137.327,1002.15
0.688725451,0.781476122,12,48,81,1.228,0.363,0.204,3.59,0.00321,5.2117,17.4228,12.9676,137.327,1002.15
0.689820748,0.702210663,12,48,81,1.228,0.363,0.204,3.59,4.93,5.2117,17.4228,10.4513,137.327,1002.15
0.687979632,0.839813375,12,48,81,1.228,0.363,0.204,3.59,0.0017,5.2117,12.9676,17.4228,137.327,1002.15
0.690432192,0.660954712,12,48,81,1.228,0.363,0.204,3.59,4.93,5.2117,12.9676,10.4513,137.327,1002.15
0.688590073,0.791788856,12,48,81,1.228,0.363,0.204,3.59,0.0017,5.2117,10.4513,17.4228,137.327,1002.15
0.689938786,0.694087404,12,48,81,1.228,0.363,0.204,3.59,0.00321,5.2117,10.4513,12.9676,137.327,1002.15
0.689076967,0.755244755,12,48,81,1.228,0.363,0.204,3.59,0.00321,5.2117,17.4228,12.9676,137.327,1002.15
0.689497896,0.724832215,12,48,81,1.228,0.363,0.204,3.59,3.12,5.2117,17.4228,11.8138,137.327,1002.15
0.688359957,0.809595202,12,48,81,1.228,0.363,0.204,3.59,0.0017,5.2117,12.9676,17.4228,137.327,1002.15
0.690131975,0.680958386,12,48,81,1.228,0.363,0.204,3.59,3.12,5.2117,12.9676,11.8138,137.327,1002.15
0.688590073,0.791788856,12,48,81,1.228,0.363,0.204,3.59,0.0017,5.2117,11.8138,17.4228,137.327,1002.15
0.689938786,0.694087404,12,48,81,1.228,0.363,0.204,3.59,0.00321,5.2117,11.8138,12.9676,137.327,1002.15
0.856714204,0.419263456,12,48,35,1.228,0.363,0.388,7.13,3.12,9.3942,12.9676,11.8138,65.38,692.88
0.849875007,0.392572944,12,48,35,1.228,0.363,0.388,7.13,4.93,9.3942,12.9676,10.4513,65.38,692.88
0.858987873,0.428364689,12,48,35,1.228,0.363,0.388,7.13,0.00321,9.3942,11.8138,12.9676,65.38,692.88
0.847864187,0.384915475,12,48,35,1.228,0.363,0.388,7.13,4.93,9.3942,11.8138,10.4513,65.38,692.88
0.855382387,0.413986014,12,48,35,1.228,0.363,0.388,7.13,0.00321,9.3942,10.4513,12.9676,65.38,692.88
0.851109315,0.397315436,12,48,35,1.228,0.363,0.388,7.13,3.12,9.3942,10.4513,11.8138,65.38,692.88
0.856714204,0.419263456,12,48,35,1.228,0.363,0.388,7.13,3.12,9.3942,17.4228,11.8138,65.38,692.88
0.849875007,0.392572944,12,48,35,1.228,0.363,0.388,7.13,4.93,9.3942,17.4228,10.4513,65.38,692.88
0.866751763,0.460342146,12,48,35,1.228,0.363,0.388,7.13,0.0017,9.3942,11.8138,17.4228,65.38,692.88
0.841793787,0.362301102,12,48,35,1.228,0.363,0.388,7.13,4.93,9.3942,11.8138,10.4513,65.38,692.88
0.862773072,0.443778111,12,48,35,1.228,0.363,0.388,7.13,0.0017,9.3942,10.4513,17.4228,65.38,692.88
0.844762096,0.373266078,12,48,35,1.228,0.363,0.388,7.13,3.12,9.3942,10.4513,11.8138,65.38,692.88
0.858987873,0.428364689,12,48,35,1.228,0.363,0.388,7.13,0.00321,9.3942,17.4228,12.9676,65.38,692.88
0.847864187,0.384915475,12,48,35,1.228,0.363,0.388,7.13,4.93,9.3942,17.4228,10.4513,65.38,692.88
0.866751763,0.460342146,12,48,35,1.228,0.363,0.388,7.13,0.0017,9.3942,12.9676,17.4228,65.38,692.88
0.841793787,0.362301102,12,48,35,1.228,0.363,0.388,7.13,4.93,9.3942,12.9676,10.4513,65.38,692.88
